term,n_genes_in_term,median_in,median_out,median_diff,mw_stat,p_value,q_value
Basal RNA Polymerase II Transcription Machinery Binding (GO:0001099),36,0.0448175276594982,0.05299652004551647,-0.008178992386018269,201476.0,0.7106624413891567,0.9268936851513491
DNA Polymerase Binding (GO:0070182),18,0.045638595206378474,0.052994577316878066,-0.007355982110499593,98363.0,0.7146922430944886,0.930423420176714
Protein Tyrosine/Serine/Threonine Phosphatase Activity (GO:0008138),22,0.039519452555421775,0.05300021124562626,-0.013480758690204486,120340.0,0.7313732759743076,0.946173349703276
Cholesterol Transfer Activity (GO:0120020),18,0.05560958660026527,0.052958109710177906,0.0026514768900873648,97635.0,0.7314788613711686,0.946173349703276
Cysteine-Type Endopeptidase Activity (GO:0004197),101,0.050514241451147246,0.053084970165295786,-0.00257072871414854,572717.0,0.73206264314604,0.946173349703276
Cytidine Deaminase Activity (GO:0004126),11,0.042374476259946725,0.05299575300400994,-0.010621276744063213,58147.5,0.7322307209732283,0.946173349703276
Single-Stranded Telomeric DNA Binding (GO:0043047),11,0.040480497941337124,0.05299575300400994,-0.012515255062672814,58103.0,0.7335198799264373,0.946173349703276
pre-mRNA Binding (GO:0036002),29,0.05325820519869051,0.052961612414394565,0.00029659278429594593,159587.0,0.7425055194475084,0.9534275278678448
RNA Cap Binding (GO:0000339),19,0.052585890154489334,0.052993401629746195,-0.00040751147525686093,102798.0,0.7425108904400156,0.9534275278678448
C-acyltransferase Activity (GO:0016408),11,0.02825620082683833,0.05299575300400994,-0.02473955217717161,57725.0,0.7443423986853089,0.9534275278678448
RNA Polymerase Core Enzyme Binding (GO:0043175),33,0.041618644922504444,0.052997287087023004,-0.01137864216451856,182263.0,0.7445685815070366,0.9534275278678448
Signal Sequence Binding (GO:0005048),40,0.057773563979828024,0.052958109710177906,0.0048154542696501185,221729.0,0.7518805510177269,0.9608305585272647
mRNA 3'-UTR AU-rich Region Binding (GO:0035925),23,0.043129599274097874,0.05299575300400994,-0.009866153729912064,124923.0,0.7530834107375859,0.9608305585272647
K63-linked Deubiquitinase Activity (GO:0061578),13,0.038181585210121494,0.052993401629746195,-0.014811816419624702,68497.0,0.7550903656017731,0.9616458822790697
Arachidonic Acid Epoxygenase Activity (GO:0008392),15,0.03728012720424334,0.05299575300400994,-0.015715625799766597,79517.0,0.7594015428872977,0.9653874948458775
Ubiquitin-Like Protein Transferase Activity (GO:0019787),239,0.054285375876899966,0.0529325860637031,0.001352789813196864,1351353.0,0.7634452292056007,0.9677848979283763
Sterol Transfer Activity (GO:0120015),19,0.05510839401931067,0.052961612414394565,0.0021467816049161037,101780.0,0.7640407088908234,0.9677848979283763
"Acyltransferase Activity, Transferring Groups Other Than Amino-Acyl Groups (GO:0016747)",64,0.04938725888787543,0.052994577316878066,-0.003607318429002637,357168.0,0.7720217093657779,0.9738203632990032
poly(U) RNA Binding (GO:0008266),22,0.047336079571099754,0.052994577316878066,-0.0056584977457783125,118254.0,0.7724577561290267,0.9738203632990032
Ubiquitin Ligase-Substrate Adaptor Activity (GO:1990756),44,0.0445179383606904,0.05300021124562626,-0.00848227288493586,243007.0,0.7731731191647921,0.9738203632990032
"4 Iron, 4 Sulfur Cluster Binding (GO:0051539)",13,0.04458721642085672,0.05299575300400994,-0.008408536583153214,67724.0,0.7743464908736029,0.9738203632990032
Neuropeptide Receptor Binding (GO:0071855),16,0.03733574994120138,0.052994577316878066,-0.015658827375676684,84355.0,0.7765989707608327,0.9739230907813994
C4-dicarboxylate Transmembrane Transporter Activity (GO:0015556),14,0.030234329074852573,0.052994577316878066,-0.022760248242025494,73169.0,0.7771989387316716,0.9739230907813994
Protein Kinase C Activity (GO:0004697),14,0.03821142802859112,0.05299652004551647,-0.01478509201692535,73002.0,0.7810690667919991,0.9770312347949739
mRNA Methyltransferase Activity (GO:0008174),11,0.03703782063196792,0.052997287087023004,-0.015959466455055082,56319.0,0.7824941137169819,0.9770752432380786
Ubiquitin-Like Protein Ligase Activity (GO:0061659),314,0.05514704589941244,0.052919249686806724,0.002227796212605715,1765098.5,0.7883404527083131,0.9826300323651491
Proton Transmembrane Transporter Activity (GO:0015078),43,0.04808017217784499,0.05299575300400994,-0.004915580826164945,236047.0,0.7898258482750571,0.9827390643139207
Protein-Arginine N-methyltransferase Activity (GO:0016274),10,0.029809287844052346,0.05299652004551647,-0.023187232201464125,50475.0,0.7915022073002334,0.9830848970531166
Ubiquitin Protein Ligase Activity (GO:0061630),306,0.05449439152120672,0.052930497050060366,0.0015638944711463543,1718355.5,0.799774365546319,0.990300913069056
"Phosphotransferase Activity, Alcohol Group As Acceptor (GO:0016773)",77,0.042490998987869455,0.053056990121878034,-0.010565991134008579,428391.0,0.8011607145922455,0.990300913069056
RNA Polymerase I Activity (GO:0001054),11,0.05589148702950997,0.052961612414394565,0.002929874615115402,55563.0,0.801569170657719,0.990300913069056
Peptidase Activator Activity (GO:0016504),24,0.040074928801733245,0.053050198501439105,-0.01297526969970586,127745.0,0.8034353805622945,0.990300913069056
Hexosaminidase Activity (GO:0015929),11,0.042533919176417356,0.05299575300400994,-0.010461833827592582,55449.0,0.8043553646691763,0.990300913069056
miRNA Binding (GO:0035198),29,0.053564130508279906,0.052961612414394565,0.0006025180938853403,155490.0,0.8088128929656662,0.9940480135574534
Acetylglucosaminyltransferase Activity (GO:0008375),40,0.05102388240163247,0.052994577316878066,-0.0019706949152455966,217132.0,0.8140806920260307,0.9980926114269428
Tumor Necrosis Factor Receptor Superfamily Binding (GO:0032813),26,0.04026999506627649,0.052994577316878066,-0.01272458225060158,138236.0,0.8149433271110458,0.9980926114269428
Histone H4 Acetyltransferase Activity (GO:0010485),20,0.0377349679518908,0.05299652004551647,-0.015261552093625674,104587.0,0.8170196091416665,0.9982922141007715
Ubiquitin Binding (GO:0043130),80,0.043074985519453324,0.053050198501439105,-0.009975212981985782,443574.0,0.8179706250520677,0.9982922141007715
CoA-ligase Activity (GO:0016405),12,0.04084336103117492,0.052994577316878066,-0.012151216285703148,60258.0,0.819768028593952,0.9982922141007715
G Protein-Coupled Photoreceptor Activity (GO:0008020),14,0.03693208648673561,0.052994577316878066,-0.016062490830142453,71176.5,0.8207864861312175,0.9982922141007715
"Hydrolase Activity, Hydrolyzing N-glycosyl Compounds (GO:0016799)",18,0.04359701840796748,0.052994577316878066,-0.009397558908910586,92950.0,0.8263930081158828,0.9984619352635108
Dicarboxylic Acid Transmembrane Transporter Activity (GO:0005310),28,0.03689429295911828,0.052994577316878066,-0.016100284357759787,148556.5,0.8279051941303759,0.9984619352635108
Toll-like Receptor Binding (GO:0035325),11,0.045174986306668385,0.05299575300400994,-0.007820766697341552,54397.5,0.8289202788949143,0.9984619352635108
G Protein-Coupled Amine Receptor Activity (GO:0008227),27,0.04629799019251202,0.052997287087023004,-0.0066992968945109865,142729.5,0.8312036143023723,0.9984619352635108
fatty-acyl-CoA Binding (GO:0000062),12,0.02915741539064809,0.052994577316878066,-0.023837161926229977,59576.0,0.8344754365755991,0.9984619352635108
Arachidonic Acid Monooxygenase Activity (GO:0008391),16,0.03668271377493604,0.05299652004551647,-0.016313806270580433,81460.0,0.8345372100513021,0.9984619352635108
E-box Binding (GO:0070888),51,0.04062828001066099,0.052993401629746195,-0.012365121619085206,277450.0,0.8345953119914894,0.9984619352635108
CCR Chemokine Receptor Binding (GO:0048020),40,0.039536462575466155,0.05299652004551647,-0.013460057470050316,215334.5,0.8355100265941493,0.9984619352635108
Ubiquitin-Like Protein Peptidase Activity (GO:0019783),32,0.050830088611672375,0.05297868270920225,-0.0021485940975298767,170350.0,0.836102683033447,0.9984619352635108
snoRNA Binding (GO:0030515),31,0.04531471710049084,0.052997287087023004,-0.007682569986532162,164674.0,0.8370594291577184,0.9984619352635108
"Oxidoreductase Activity, Acting On NAD(P)H, Oxygen As Acceptor (GO:0050664)",12,0.028667278047001227,0.052994577316878066,-0.02432729926987684,59258.0,0.8410599508673813,0.9984619352635108
Cyclin-Dependent Protein Kinase Activity (GO:0097472),22,0.040419845102375174,0.05300021124562626,-0.012580366143251087,114163.0,0.8418052782020637,0.9984619352635108
Cyclin-Dependent Protein Serine/Threonine Kinase Activity (GO:0004693),22,0.040419845102375174,0.05300021124562626,-0.012580366143251087,114163.0,0.8418052782020637,0.9984619352635108
"Hydrolase Activity, Acting On Carbon-Nitrogen (But Not Peptide) Bonds, In Cyclic Amidines (GO:0016814)",16,0.04114977688141416,0.05300021124562626,-0.011850434364212098,80957.5,0.8435034076918517,0.9984619352635108
Carbohydrate Kinase Activity (GO:0019200),11,0.028356298443077632,0.05299575300400994,-0.024639454560932306,53707.0,0.8439277729670975,0.9984619352635108
Protein-Lysine N-methyltransferase Activity (GO:0016279),52,0.0445748892708418,0.053050198501439105,-0.008475309230597305,282154.0,0.8439528855307339,0.9984619352635108
Cytokine Receptor Binding (GO:0005126),100,0.036091543917836796,0.053082748533950674,-0.016991204616113878,553472.0,0.8450709124918762,0.9984619352635108
RNA Polymerase II Complex Binding (GO:0000993),31,0.03806832393117077,0.052997287087023004,-0.014928963155852237,163768.0,0.848500829509377,0.9996697824806199
RNA Polymerase II Core Promoter Sequence-Specific DNA Binding (GO:0000979),12,0.043411050832701914,0.052994577316878066,-0.009583526484176152,58866.0,0.8489372121492604,0.9996697824806199
snRNA Binding (GO:0017069),43,0.04960928129182207,0.05300313540422952,-0.003393854112407446,230171.0,0.8572326799219097,1.0
poly(A)-specific Ribonuclease Activity (GO:0004535),12,0.04854908347191289,0.052994577316878066,-0.004445493844965176,58250.0,0.8607822931019642,1.0
R-SMAD Binding (GO:0070412),19,0.044716721179985486,0.05299575300400994,-0.008279031824024452,96287.0,0.8616267326829816,1.0
Solute:Sodium Symporter Activity (GO:0015370),34,0.037512227921720404,0.05299652004551647,-0.015484292123796067,179376.5,0.8617748676432209,1.0
Poly-Purine Tract Binding (GO:0070717),31,0.037928330118403686,0.05304340688100018,-0.015115076762596491,162402.0,0.8647177906756727,1.0
Monoatomic Anion Channel Activity (GO:0005253),53,0.04232063371532213,0.05304340688100018,-0.010722773165678046,284636.0,0.8724074589597179,1.0
Transaminase Activity (GO:0008483),14,0.034804735762840044,0.052994577316878066,-0.018189841554038022,68103.5,0.8766382407203772,1.0
poly(A) Binding (GO:0008143),25,0.02826596157043082,0.05300313540422952,-0.024737173833798698,128041.0,0.8779424156113521,1.0
Polyubiquitin Modification-Dependent Protein Binding (GO:0031593),53,0.04324071522533224,0.05300313540422952,-0.00976242017889728,283470.0,0.8819361460655888,1.0
SUMO Binding (GO:0032183),14,0.034841340313221725,0.052994577316878066,-0.018153237003656342,67736.0,0.8823947399210617,1.0
U6 snRNA Binding (GO:0017070),13,0.03246815540809589,0.052997287087023004,-0.020529131678927115,62038.0,0.887628720659383,1.0
Nuclear Thyroid Hormone Receptor Binding (GO:0046966),27,0.039031558872798744,0.052997287087023004,-0.01396572821422426,137839.0,0.8914154426054439,1.0
Mannosyltransferase Activity (GO:0000030),22,0.040581212352775786,0.053050198501439105,-0.012468986148663319,110094.0,0.8953465987220575,1.0
Glucuronosyltransferase Activity (GO:0015020),30,0.05809703528334406,0.052958109710177906,0.005138925573166156,153790.0,0.8970065073855722,1.0
Cytochrome-C Oxidase Activity (GO:0004129),11,0.040816604965405734,0.05299575300400994,-0.012179148038604204,50748.0,0.8982046282222405,1.0
"DNA-binding Transcription Repressor Activity, RNA Polymerase II-specific (GO:0001227)",243,0.048305723790110555,0.053084970165295786,-0.004779246375185231,1344141.5,0.8995385296693466,1.0
Carboxy-Lyase Activity (GO:0016831),27,0.03562154677538354,0.05300313540422952,-0.01738158862884598,136869.5,0.90123809680441,1.0
Telomeric DNA Binding (GO:0042162),33,0.03824450689603376,0.052997287087023004,-0.014752780190989245,169394.0,0.9053406045511919,1.0
Manganese Ion Binding (GO:0030145),47,0.04623589008135065,0.05304340688100018,-0.006807516799649527,246771.0,0.9062580629008896,1.0
Histone H4K12 Acetyltransferase Activity (GO:0043997),10,0.025627548176510473,0.052994577316878066,-0.027367029140367594,44972.0,0.9065886477672225,1.0
2-Oxoglutarate-Dependent Dioxygenase Activity (GO:0016706),41,0.03806828072555968,0.05308052690260556,-0.015012246177045885,212992.0,0.9099358628385944,1.0
UDP-glycosyltransferase Activity (GO:0008194),61,0.05780713973441681,0.052961612414394565,0.004845527320022247,323918.0,0.9114902424866691,1.0
Palmitoyltransferase Activity (GO:0016409),27,0.04932939374967038,0.05299575300400994,-0.0036663592543395573,135639.0,0.9127477043266587,1.0
Microtubule Binding (GO:0008017),237,0.048384160747989124,0.05312277742989879,-0.004738616681909669,1306681.5,0.9127967930546281,1.0
Histone H3 Acetyltransferase Activity (GO:0010484),13,0.02726808153483562,0.052997287087023004,-0.025729205552187384,60077.0,0.915112456104167,1.0
Sodium:Phosphate Symporter Activity (GO:0005436),11,0.022903335540925385,0.052997287087023004,-0.03009395154609762,49569.5,0.9154653621159998,1.0
RNA Polymerase III Activity (GO:0001056),15,0.04099642987451313,0.05299575300400994,-0.011999323129496808,70505.0,0.9168686132130617,1.0
Nucleotidyltransferase Activity (GO:0016779),14,0.04065636420532437,0.05299652004551647,-0.012340155840192102,65207.0,0.9169032633129898,1.0
DNA Binding (GO:0003677),840,0.0535563483833108,0.052919249686806724,0.0006370986965040792,4495698.5,0.918622356040103,1.0
DNA-directed 5'-3' RNA Polymerase Activity (GO:0003899),34,0.04369517592340322,0.05300021124562626,-0.009305035322223043,173112.0,0.9196190862668524,1.0
DNA Secondary Structure Binding (GO:0000217),33,0.051796112132493466,0.05299575300400994,-0.001199640871516472,167470.0,0.9208097131801488,1.0
Regulatory RNA Binding (GO:0061980),40,0.04883917369923951,0.05297750702207038,-0.004138333322830867,205747.0,0.9221380115688206,1.0
Neuropeptide Hormone Activity (GO:0005184),25,0.030691466279262558,0.052997287087023004,-0.022305820807760446,123541.0,0.9233339296024132,1.0
Neuropeptide Activity (GO:0160041),25,0.030691466279262558,0.052997287087023004,-0.022305820807760446,123541.0,0.9233339296024132,1.0
Adenylyltransferase Activity (GO:0070566),25,0.029573751273916482,0.052997287087023004,-0.023423535813106522,123233.0,0.9258928341929117,1.0
Hormone Receptor Binding (GO:0051427),18,0.021755922611835093,0.05300021124562626,-0.031244288633791167,85273.0,0.9290590575222636,1.0
Active Monoatomic Ion Transmembrane Transporter Activity (GO:0022853),23,0.04515918939816688,0.052997287087023004,-0.007838097688856127,111724.0,0.9317173508954183,1.0
Taste Receptor Activity (GO:0008527),28,0.03230766845861506,0.05300021124562626,-0.0206925427870112,138598.5,0.9326890780062784,1.0
Peptidoglycan Binding (GO:0042834),15,0.019108875826387872,0.05300313540422952,-0.033894259577841646,68991.0,0.9330035235056334,1.0
Caspase Binding (GO:0089720),13,0.02659887043235004,0.052997287087023004,-0.026398416654672963,58413.0,0.9341935832919749,1.0
Lysine N-methyltransferase Activity (GO:0016278),24,0.03615223132214207,0.0530687585122418,-0.01691652719009973,116626.0,0.9354194647653385,1.0
Complement Receptor Activity (GO:0004875),10,0.017703039154862266,0.05299652004551647,-0.035293480890654205,42711.5,0.936851934741902,1.0
tRNA (Guanine) Methyltransferase Activity (GO:0016423),11,0.03384204378618305,0.05299575300400994,-0.019153709217826886,47532.0,0.9399890621246002,1.0
Peptide Hormone Receptor Binding (GO:0051428),13,0.02729174689538677,0.05300313540422952,-0.025711388508842747,57464.0,0.9434800417904977,1.0
Acid-Thiol Ligase Activity (GO:0016878),12,0.02760528382369737,0.05300021124562626,-0.025394927421928892,52039.0,0.9460485413180262,1.0
5'-3' RNA Polymerase Activity (GO:0034062),18,0.035489891004312435,0.05299652004551647,-0.017506629041204036,82943.0,0.9483768842691833,1.0
Deaminase Activity (GO:0019239),19,0.03325521467066328,0.05304340688100018,-0.019788192210336897,88021.5,0.9496888865152415,1.0
Beta-Tubulin Binding (GO:0048487),31,0.043331305797114084,0.05300313540422952,-0.009671829607115434,152114.0,0.9497115538698542,1.0
"2 Iron, 2 Sulfur Cluster Binding (GO:0051537)",12,0.03436540501645702,0.05299652004551647,-0.018631115029059453,51449.0,0.9512860124122754,1.0
"DNA Exonuclease Activity, Producing 5'-Phosphomonoesters (GO:0016895)",12,0.027673100721416932,0.05300021124562626,-0.02532711052420933,51258.0,0.9528916562636773,1.0
Bitter Taste Receptor Activity (GO:0033038),23,0.03138371722555705,0.05300313540422952,-0.021619418178672467,108161.0,0.9559837664661771,1.0
S-adenosylmethionine-dependent Methyltransferase Activity (GO:0008757),49,0.03712776157816222,0.05310832020805778,-0.015980558629895558,248126.0,0.9578451493557056,1.0
Ribonuclease P Activity (GO:0004526),10,0.022880879731355774,0.05300021124562626,-0.030119331514270486,40451.0,0.9588688174255714,1.0
Histone H4K5 Acetyltransferase Activity (GO:0043995),10,0.025627548176510473,0.05299652004551647,-0.027368971869005998,39924.0,0.9629822709012127,1.0
Histone H4K8 Acetyltransferase Activity (GO:0043996),10,0.025627548176510473,0.05299652004551647,-0.027368971869005998,39924.0,0.9629822709012127,1.0
Single-Stranded DNA Binding (GO:0003697),96,0.04382864269558784,0.053082748533950674,-0.009254105838362836,503292.0,0.9670961352902638,1.0
Cysteine-Type Peptidase Activity (GO:0008234),140,0.04577780610162119,0.05312053533751726,-0.007342729235896073,746057.0,0.9677875473203146,1.0
DNA Replication Origin Binding (GO:0003688),13,0.030718751963671576,0.05300313540422952,-0.022284383440557942,53357.0,0.9724124430743369,1.0
Protein-Cysteine S-palmitoyltransferase Activity (GO:0019706),23,0.03487978919557122,0.05300313540422952,-0.018123346208658297,104357.0,0.9736714800397909,1.0
Damaged DNA Binding (GO:0003684),45,0.02776047789528424,0.053056990121878034,-0.025296512226593793,221362.0,0.9739182008811945,1.0
RNA Endonuclease Activity (GO:0004521),41,0.037863248071236644,0.052997287087023004,-0.01513403901578636,199772.0,0.9740715310329408,1.0
Mannose Binding (GO:0005537),18,0.029812976121135634,0.05299652004551647,-0.023183543924380837,77722.0,0.9766467407779319,1.0
Hormone Activity (GO:0005179),73,0.030691466279262558,0.053084970165295786,-0.022393503886033228,371451.0,0.9781815878637833,1.0
Pseudouridine Synthase Activity (GO:0009982),11,0.029802344311957718,0.05304340688100018,-0.02324106256904246,41904.0,0.9798395534689286,1.0
Microtubule Minus-End Binding (GO:0051011),12,0.026543488671213922,0.05302327114261485,-0.026479782471400926,46733.0,0.9800706873956105,1.0
Endonuclease Activity (GO:0004519),58,0.04336070943014725,0.05299652004551647,-0.009635810615369222,288265.0,0.9811296400977202,1.0
5'-3' Exonuclease Activity (GO:0008409),13,0.021843390414524766,0.05300313540422952,-0.031159744989704752,51234.0,0.9816702495265538,1.0
Exonuclease Activity (GO:0004527),45,0.025430062290358713,0.05310832020805778,-0.027678257917699067,217636.0,0.9823234413233176,1.0
DNA Endonuclease Activity (GO:0004520),21,0.024000451554931912,0.05304340688100018,-0.029042955326068265,90997.0,0.9832515454284063,1.0
"RNA Exonuclease Activity, Producing 5'-Phosphomonoesters (GO:0016896)",30,0.03588625585106997,0.053082748533950674,-0.017196492682880704,137514.0,0.9835599476480641,1.0
Methyltransferase Activity (GO:0008168),36,0.032977390014774954,0.053104976939102766,-0.02012758692432781,168837.0,0.9840751028305236,1.0
3'-5'-RNA Exonuclease Activity (GO:0000175),34,0.03899501878086031,0.053082748533950674,-0.014087729753090361,157511.0,0.9855539890842342,1.0
mRNA 3'-UTR Binding (GO:0003730),93,0.042739781665855514,0.05310163367014775,-0.010361852004292238,474075.0,0.9869542418412413,1.0
Hexosyltransferase Activity (GO:0016758),95,0.04607667099856183,0.05304340688100018,-0.006966735882438346,484689.0,0.9872379347493964,1.0
tRNA-specific Ribonuclease Activity (GO:0004549),15,0.025703635680497383,0.05304340688100018,-0.027339771200502794,58987.0,0.9878804469938219,1.0
NADH Dehydrogenase (Quinone) Activity (GO:0050136),33,0.040628234485025505,0.053056990121878034,-0.012428755636852529,150719.0,0.9881900499356369,1.0
poly(A) RNA Polymerase Activity (GO:1990817),11,0.011662239716229816,0.052997287087023004,-0.04133504737079319,39125.0,0.9891404715755058,1.0
Nuclear Vitamin D Receptor Binding (GO:0042809),13,0.026975338725564235,0.05300313540422952,-0.026027796678665283,48180.0,0.9902809964381879,1.0
Four-Way Junction DNA Binding (GO:0000400),16,0.028235366701218734,0.05302327114261485,-0.024787904441396114,62690.0,0.9904479097888392,1.0
Acetyltransferase Activity (GO:0016407),26,0.04208079086608141,0.05302327114261485,-0.01094248027653344,112719.0,0.9908435995521362,1.0
DNA-directed DNA Polymerase Activity (GO:0003887),20,0.028520775535714193,0.053050198501439105,-0.024529422965724912,81223.0,0.992470987383339,1.0
Cyclosporin A Binding (GO:0016018),21,0.028984447284707393,0.053056990121878034,-0.02407254283717064,85951.5,0.9928150919500467,1.0
3'-5' Exonuclease Activity (GO:0008408),42,0.03546531371540873,0.053104976939102766,-0.017639663223694035,193828.0,0.9929612397928147,1.0
Methylated Histone Binding (GO:0035064),71,0.03531820177076295,0.053084970165295786,-0.01776676839453284,347486.5,0.9932689965299972,1.0
3'-5' DNA Helicase Activity (GO:0043138),14,0.03030468963757038,0.053050198501439105,-0.022745508863868724,50727.0,0.9940537265470184,1.0
RNA Exonuclease Activity (GO:0004532),14,0.023104543977806813,0.0530687585122418,-0.029964214534434985,50007.0,0.9949376825078358,1.0
DNA Polymerase Activity (GO:0034061),21,0.027597908363004464,0.053056990121878034,-0.02545908175887357,84010.0,0.994940180475301,1.0
Cis-Regulatory Region Sequence-Specific DNA Binding (GO:0000987),1080,0.048411007589114013,0.05336919982022459,-0.004958192231110575,5543717.5,0.9952884981958141,1.0
Oxidoreduction-Driven Active Transmembrane Transporter Activity (GO:0015453),52,0.042987897181786305,0.053082748533950674,-0.010094851352164369,243022.0,0.9953254964357292,1.0
NADH Dehydrogenase (Ubiquinone) Activity (GO:0008137),32,0.03772506809342846,0.0530687585122418,-0.015343690418813338,138930.0,0.9953759687314216,1.0
Cysteine-Type Deubiquitinase Activity (GO:0004843),94,0.04028659562989512,0.05313328265338135,-0.012846687023486236,464893.0,0.9961764076902943,1.0
rRNA Binding (GO:0019843),45,0.03793139011271718,0.053084970165295786,-0.015153580052578608,203378.0,0.9967961298873286,1.0
aminoacyl-tRNA Ligase Activity (GO:0004812),37,0.027232950609597406,0.053056990121878034,-0.025824039512280628,161888.0,0.9968784726066904,1.0
Methylation-Dependent Protein Binding (GO:0140034),68,0.03505580069588221,0.053104976939102766,-0.018049176243220555,323023.5,0.9971903018610556,1.0
tRNA Binding (GO:0000049),51,0.024298286243841893,0.05310163367014775,-0.02880334742630586,232582.0,0.997531790999219,1.0
RNA Polymerase II Cis-Regulatory Region Sequence-Specific DNA Binding (GO:0000978),1104,0.047840010127357724,0.053495829344446966,-0.005655819217089242,5627757.5,0.9979281362831596,1.0
Single-Stranded DNA Helicase Activity (GO:0017116),22,0.024710557734579086,0.053082748533950674,-0.02837219079937159,83831.0,0.9980866859026616,1.0
mRNA Binding (GO:0003729),281,0.04441657016584344,0.05311829324513573,-0.00870172307929229,1458694.0,0.9985093466388826,1.0
RNA Polymerase II Transcription Regulatory Region Sequence-Specific DNA Binding (GO:0000977),1206,0.047840010127357724,0.0535128228965418,-0.005672812769184077,6087458.0,0.9986489348905311,1.0
Nuclease Activity (GO:0004518),57,0.027517667426827597,0.05310832020805778,-0.025590652781230183,255653.5,0.9991331364696722,1.0
"RNA Endonuclease Activity, Producing 5'-Phosphomonoesters (GO:0016891)",28,0.021459475707863773,0.0530687585122418,-0.031609282804378025,108719.0,0.9991753197321908,1.0
Deubiquitinase Activity (GO:0101005),109,0.038181585210121494,0.0531737434277626,-0.014992158217641105,527337.0,0.9992661258836317,1.0
RNA Nuclease Activity (GO:0004540),70,0.0319315588575451,0.05312053533751726,-0.021188976479972157,311364.5,0.9998060262934908,1.0
"Catalytic Activity, Acting On A tRNA (GO:0140101)",38,0.01739127988013467,0.053104976939102766,-0.0357136970589681,135629.0,0.999988010937376,1.0
RNA Binding (GO:0003723),1393,0.045218485153152965,0.053920937135135905,-0.00870245198198294,6737740.0,0.9999980185395368,1.0
Olfactory Receptor Activity (GO:0004984),319,0.013035263604016356,0.05422719702296486,-0.0411919334189485,1031247.0,1.0,1.0
